Date,Code,Name,Market,prev_date,prev_close,Open,Close,prev_stocks,Stocks,stocks_ratio,open_ratio,prev_marcap,Marcap,marcap_ratio,share_price_product,split_like
2015-08-17,003060,슈넬생명과학,KOSPI,2015-08-13,2550.0,7560.0,7890.0,160779894.0,80389947,0.5,2.9647058823529413,409988729700.0,634276681830.0,1.5470588235294118,1.4823529411764707,False
2018-06-28,003060,에이프로젠제약,KOSPI,2018-06-27,3880.0,3860.0,3840.0,86829562.0,107882194,1.2424592675015451,0.9948453608247423,336898700560.0,414267624960.0,1.2296504090736942,1.2360548382876198,False
2019-08-14,003060,에이프로젠제약,KOSPI,2019-08-13,785.0,791.0,792.0,107982194.0,214884566,1.989999999444353,1.0076433121019108,84766022290.0,170188576272.0,2.0077452223693344,2.0052101905229085,False
2020-07-21,003060,에이프로젠제약,KOSPI,2020-07-20,1520.0,1525.0,1525.0,241658348.0,398575766,1.6493358052749745,1.0032894736842106,367320688960.0,607828043150.0,1.6547612520028525,1.6547612520028527,False
2017-08-01,003070,코오롱글로벌,KOSPI,2017-07-31,12700.0,12700.0,12700.0,16570088.0,25210438,1.5214426139438728,1.0,210440117600.0,320172562600.0,1.5214426139438728,1.5214426139438728,False
2016-05-13,003080,성보화학,KOSPI,2016-05-12,67000.0,6390.0,6400.0,2002000.0,20020000,10.0,0.09537313432835821,134134000000.0,128128000000.0,0.9552238805970149,0.9537313432835821,True
2017-05-18,003090,대웅,KOSPI,2017-05-17,64300.0,13400.0,12500.0,11628396.0,58141980,5.0,0.208398133748056,747705862800.0,726774750000.0,0.9720062208398134,1.04199066874028,True
2016-05-11,003280,흥아해운,KOSPI,2016-05-10,1285.0,1275.0,1540.0,84713430.0,102713430,1.212481067051588,0.9922178988326849,108856757550.0,158178682200.0,1.4530901503964555,1.2030454167243383,False
2017-01-13,003280,흥아해운,KOSPI,2017-01-12,1865.0,1835.0,2000.0,102713430.0,127713430,1.2433956299580298,0.9839142091152815,191560546950.0,255426860000.0,1.3334001393651795,1.223394627867552,False
2018-02-07,003280,흥아해운,KOSPI,2018-02-06,775.0,776.0,752.0,127713430.0,168713430,1.3210312337551344,1.001290322580645,98977908250.0,126872499360.0,1.2818264358501434,1.3227357901857861,False
2019-06-24,003280,흥아해운,KOSPI,2019-06-21,354.0,692.0,636.0,175663430.0,82385733,0.4689976337135168,1.9548022598870056,62184854220.0,52397326188.0,0.8426059181971658,0.9167976342648407,True
2018-08-06,003300,한일홀딩스,KOSPI,2018-08-03,143500.0,90100.0,105500.0,7545313.0,3400343,0.45065632134810046,0.6278745644599303,1082752415500.0,358736186500.0,0.33131875890051987,0.282955641487553,False
2018-11-15,003300,한일홀딩스,KOSPI,2018-11-14,64700.0,64100.0,63100.0,3400343.0,6269978,1.8439251569621065,0.990726429675425,220002192100.0,395635611800.0,1.7983257713185303,1.8268253873457654,False
2020-12-14,003300,한일홀딩스,KOSPI,2020-12-11,57500.0,11300.0,10800.0,5763156.0,28815780,5.0,0.19652173913043477,331381470000.0,311210424000.0,0.9391304347826087,0.9826086956521739,True
2018-07-16,003380,하림지주,KOSDAQ,2018-07-13,13750.0,13600.0,13350.0,70718000.0,93584198,1.3233433920642552,0.9890909090909091,972372500000.0,1249349043300.0,1.2848461297496587,1.3089069186962816,False
2018-07-11,003410,쌍용양회,KOSPI,2018-07-10,26750.0,5100.0,5700.0,100771919.0,503859595,5.0,0.19065420560747665,2695648833250.0,2871999691500.0,1.0654205607476634,0.9532710280373833,True
2018-07-11,003415,쌍용양회우,KOSPI,2018-07-10,36400.0,6990.0,6850.0,308737.0,1543685,5.0,0.19203296703296704,11238026800.0,10574242250.0,0.9409340659340659,0.9601648351648352,True
2015-01-13,003450,현대증권,KOSPI,2015-01-12,7500.0,7450.0,7360.0,170000000.0,236612530,1.3918384117647058,0.9933333333333333,1275000000000.0,1741468220800.0,1.3658574280784315,1.3825594890196078,False
2020-04-14,003460,유화증권,KOSPI,2020-04-13,11000.0,2180.0,2270.0,11340483.0,56702415,5.0,0.19818181818181818,124745313000.0,128714482050.0,1.0318181818181817,0.990909090909091,True
2020-04-14,003465,유화증권우,KOSPI,2020-04-13,12350.0,2475.0,2520.0,3495285.0,17476425,5.0,0.20040485829959515,43166769750.0,44040591000.0,1.0202429149797572,1.0020242914979758,True
2015-04-01,003490,대한항공,KOSPI,2015-03-31,48550.0,48750.0,50700.0,58675438.0,72839744,1.2414009419069014,1.004119464469619,2848692514900.0,3692975020800.0,1.296375442938824,1.2465148489796385,False
2017-03-28,003490,대한항공,KOSPI,2017-03-27,31500.0,31100.0,31550.0,72839744.0,94844634,1.3021000458211385,0.9873015873015873,2294451936000.0,2992348202700.0,1.304166871290696,1.2855654420646796,False
2020-07-29,003490,대한항공,KOSPI,2020-07-28,17900.0,17450.0,17500.0,94844634.0,174209713,1.836790397651806,0.9748603351955307,1697718948600.0,3048669977500.0,1.7957448021735534,1.7906141027387719,False
2016-10-07,003530,한화투자증권,KOSPI,2016-10-06,2330.0,2330.0,2325.0,83355651.0,172442511,2.0687560942928753,1.0,194218666830.0,400928838075.0,2.0643167035325902,2.0687560942928753,False
2019-08-12,003530,한화투자증권,KOSPI,2019-08-09,2085.0,2080.0,2070.0,172442511.0,214547775,1.2441698613400498,0.9976019184652278,359542635435.0,444113894250.0,1.2352189990282507,1.2411862405694503,False
2015-03-31,003560,IHQ,KOSPI,2015-03-30,3160.0,3250.0,3175.0,44454859.0,143170804,3.2205884175675825,1.0284810126582278,140477354440.0,454567302700.0,3.23587602081553,3.3123140370552666,False
2016-05-11,003580,동원,KOSPI,2016-05-10,8850.0,8850.0,8840.0,4714788.0,6393588,1.3560711531462284,1.0,41725873800.0,56519317920.0,1.3545388693573626,1.3560711531462284,False
2016-10-19,003580,동원,KOSPI,2016-10-18,10600.0,48200.0,47000.0,6393588.0,1278717,0.19999990615598,4.547169811320755,67772032800.0,60099699000.0,0.8867920367293454,0.9094335355394563,True
2017-05-18,003580,동원,KOSPI,2017-05-17,40350.0,41000.0,39800.0,1278717.0,1703518,1.3322087686329345,1.016109045848823,51596230950.0,67800016400.0,1.31404978913484,1.3536693807670463,False
2017-09-08,003580,동원,KOSPI,2017-09-07,47500.0,4605.0,4480.0,1918110.0,19181100,10.0,0.09694736842105263,91110225000.0,85931328000.0,0.9431578947368421,0.9694736842105263,True
2019-01-29,003610,방림,KOSPI,2019-01-28,26150.0,2520.0,2405.0,4231409.0,42314090,10.0,0.09636711281070745,110651345350.0,101765386450.0,0.9196940726577438,0.9636711281070744,True
2015-05-04,003670,포스코켐텍,KOSDAQ,2015-04-30,136900.0,13700.0,12950.0,5907000.0,59070000,10.0,0.10007304601899196,808668300000.0,764956500000.0,0.9459459459459459,1.0007304601899196,True
2018-10-22,003800,에이스침대,KOSDAQ,2018-10-19,144500.0,27300.0,27000.0,2218000.0,11090000,5.0,0.18892733564013842,320501000000.0,299430000000.0,0.9342560553633218,0.9446366782006921,True
2018-04-30,003850,보령제약,KOSPI,2018-04-27,60100.0,12100.0,12100.0,8840000.0,44200000,5.0,0.20133111480865223,531284000000.0,534820000000.0,1.0066555740432612,1.0066555740432612,True
2019-06-26,003960,사조대림,KOSPI,2019-06-25,21950.0,20600.0,20750.0,5960575.0,9164467,1.5375139143455119,0.9384965831435079,130834621250.0,190162690250.0,1.4534584839484908,1.442951555148863,False
2015-05-18,004100,태양금속,KOSPI,2015-05-15,15950.0,1510.0,1785.0,3670000.0,36700000,10.0,0.09467084639498433,58536500000.0,65509500000.0,1.1191222570532915,0.9467084639498433,True
