corp_code,company_name,business_year,fiscal_quarter,statement_basis,operating_profit_q,prior_year_same_q_operating_profit,op_turnaround_yoy,net_income_ttm,ttm_exact_four_quarters,ttm_same_basis,equity_q_end,fcf_q,prior_year_same_q_fcf,fcf_yoy_improvement,base_a_accounting_only,receipt_no,receipt_date,signal_date_status,mcap_status,modern_oos_protected
00100717,,2015,Q4,CFS,-618267123.0,,False,-12371237076.0,True,True,56027347742.0,-70451972.0,,,False,,,NOT_CONFIRMED,NOT_AVAILABLE_KRX_PENDING,True
00100717,(주)아이이,2016,Q1,CFS,-706294538.0,843842173.0,False,-13730933778.0,True,True,54654817500.0,,-314325536.0,,False,,,NOT_CONFIRMED,NOT_AVAILABLE_KRX_PENDING,True
00100717,(주)아이이,2016,Q2,CFS,-1083829408.0,-1042398.0,False,-14743704951.0,True,True,54691931525.0,,967219982.0,,False,,,NOT_CONFIRMED,NOT_AVAILABLE_KRX_PENDING,True
00100717,(주)아이이,2016,Q3,CFS,-410696210.0,-448515335.0,False,-27398850387.0,True,True,128141275552.0,-435177425.0,370496367.0,-805673792.0,False,,,NOT_CONFIRMED,NOT_AVAILABLE_KRX_PENDING,True
00100717,(주)아이이,2016,Q4,CFS,-1550297537.0,-618267123.0,False,-142116069548.0,True,True,9306767612.0,7246565556.0,-70451972.0,7317017528.0,False,,,NOT_CONFIRMED,NOT_AVAILABLE_KRX_PENDING,True
00100957,,2015,Q1,,,,False,,False,False,,,,,False,20150515000632.0,20150515.0,NOT_CONFIRMED,NOT_AVAILABLE_KRX_PENDING,True
00100957,,2015,Q2,,,,False,,False,False,,,,,False,20150813001403.0,20150813.0,NOT_CONFIRMED,NOT_AVAILABLE_KRX_PENDING,True
00100957,,2015,Q3,,,,False,,False,False,,,,,False,20151113001083.0,20151113.0,NOT_CONFIRMED,NOT_AVAILABLE_KRX_PENDING,True
00100957,,2015,Q4,CFS,,,False,,True,False,,,,,False,,,NOT_CONFIRMED,NOT_AVAILABLE_KRX_PENDING,True
00101044,,2015,Q1,CFS,-242825492.0,,False,,False,False,62448512662.0,1215691821.0,,,False,20150514002237.0,20150514.0,NOT_CONFIRMED,NOT_AVAILABLE_KRX_PENDING,True
00101044,,2015,Q2,CFS,-397742495.0,,False,,False,False,67150120975.0,-1620128000.0,,,False,20150728000163.0,20150728.0,NOT_CONFIRMED,NOT_AVAILABLE_KRX_PENDING,True
00101044,,2015,Q3,CFS,-499725988.0,,False,,False,False,66881349776.0,-2418616324.0,,,False,20151113000562.0,20151113.0,NOT_CONFIRMED,NOT_AVAILABLE_KRX_PENDING,True
00101044,,2015,Q4,CFS,273986368.0,,False,1552630149.0,True,True,67745286496.0,-2864616809.0,,,False,,,NOT_CONFIRMED,NOT_AVAILABLE_KRX_PENDING,True
00101044,슈넬생명과학(주),2016,Q1,CFS,-230532711.0,-242825492.0,False,1552024468.0,True,True,74825671284.0,,1215691821.0,,False,,,NOT_CONFIRMED,NOT_AVAILABLE_KRX_PENDING,True
00101044,슈넬생명과학(주),2016,Q2,CFS,-17324872.0,-397742495.0,False,-425989703.0,True,True,81601829491.0,,-1620128000.0,,False,,,NOT_CONFIRMED,NOT_AVAILABLE_KRX_PENDING,True
00101044,슈넬생명과학(주),2016,Q3,CFS,-449087022.0,-499725988.0,False,-1444556915.0,True,True,80676638272.0,161095753.0,-2418616324.0,2579712077.0,False,,,NOT_CONFIRMED,NOT_AVAILABLE_KRX_PENDING,True
00101044,슈넬생명과학(주),2016,Q4,CFS,449572762.0,273986368.0,False,-4766946975.0,True,True,78120480559.0,-64694179.0,-2864616809.0,2799922630.0,False,,,NOT_CONFIRMED,NOT_AVAILABLE_KRX_PENDING,True
00101220,,2015,Q1,CFS,14098133232.0,,False,,False,False,449865125264.0,-26633292243.0,,,False,20150515002644.0,20150515.0,NOT_CONFIRMED,NOT_AVAILABLE_KRX_PENDING,True
00101220,,2015,Q2,CFS,12628600162.0,,False,,False,False,451053495327.0,-24388965465.0,,,False,20150817001162.0,20150817.0,NOT_CONFIRMED,NOT_AVAILABLE_KRX_PENDING,True
00101220,,2015,Q3,CFS,11859375532.0,,False,,False,False,442913333914.0,17496582094.0,,,False,20151116001327.0,20151116.0,NOT_CONFIRMED,NOT_AVAILABLE_KRX_PENDING,True
00101220,,2015,Q4,CFS,6773631163.0,,False,41854915971.0,True,True,464019139958.0,,,,False,,,NOT_CONFIRMED,NOT_AVAILABLE_KRX_PENDING,True
00101220,KG케미칼,2016,Q1,CFS,13458855306.0,14098133232.0,False,40680602671.0,True,True,462816519386.0,28988804063.0,-26633292243.0,55622096306.0,False,,,NOT_CONFIRMED,NOT_AVAILABLE_KRX_PENDING,True
00101220,KG케미칼,2016,Q2,CFS,17221922805.0,12628600162.0,False,55820325424.0,True,True,500620236950.0,2263998036.0,-24388965465.0,26652963501.0,False,,,NOT_CONFIRMED,NOT_AVAILABLE_KRX_PENDING,True
00101220,KG케미칼,2016,Q3,CFS,16349839613.0,11859375532.0,False,58844071067.0,True,True,516131964347.0,28644517425.0,17496582094.0,11147935331.0,False,,,NOT_CONFIRMED,NOT_AVAILABLE_KRX_PENDING,True
