mcap_cap,fcf_min,fcf_yoy_min,n,median,mean,win,ge20,le_m20,years
80000000000.0,5.0,5.0,33,9.200000000000008,12.773240585465118,0.8787878787878788,0.18181818181818182,0.030303030303030304,3
150000000000.0,0.0,10.0,45,9.200000000000008,11.782547666159271,0.8222222222222222,0.2,0.022222222222222223,3
50000000000.0,2.5,0.0,36,8.358542141230075,12.818703384362559,0.7777777777777778,0.19444444444444445,0.027777777777777776,3
40000000000.0,0.0,0.0,30,8.358542141230075,11.426772666693346,0.7666666666666667,0.16666666666666666,0.03333333333333333,3
80000000000.0,7.5,0.0,32,8.197363368744393,14.559210984004,0.8125,0.21875,0.03125,3
150000000000.0,7.5,10.0,28,8.197363368744393,10.212652392633006,0.7857142857142857,0.17857142857142858,0.03571428571428571,3
200000000000.0,2.5,10.0,44,8.138461538461538,10.929556412090374,0.7954545454545454,0.18181818181818182,0.022727272727272728,3
60000000000.0,2.5,5.0,36,8.138461538461538,12.976639075374186,0.7777777777777778,0.19444444444444445,0.0,3
60000000000.0,0.0,5.0,44,8.138461538461538,13.68678137594484,0.7727272727272727,0.25,0.0,3
50000000000.0,0.0,0.0,45,7.51708428246014,12.23299579249555,0.7555555555555555,0.2222222222222222,0.022222222222222223,3
60000000000.0,5.0,0.0,29,7.0769230769230695,13.79105907224398,0.7931034482758621,0.1724137931034483,0.0,3
150000000000.0,5.0,10.0,33,7.0769230769230695,9.520654956000167,0.7878787878787878,0.15151515151515152,0.030303030303030304,3
150000000000.0,10.0,10.0,23,7.0769230769230695,9.233828482884716,0.782608695652174,0.13043478260869565,0.043478260869565216,3
150000000000.0,7.5,5.0,35,7.0769230769230695,11.952882218225534,0.7714285714285715,0.2,0.02857142857142857,3
200000000000.0,7.5,10.0,29,7.0769230769230695,9.860491965300833,0.7586206896551724,0.1724137931034483,0.034482758620689655,3
200000000000.0,0.0,10.0,48,7.076197387518135,11.169141341889969,0.8125,0.1875,0.020833333333333332,3
30000000000.0,2.5,0.0,11,7.0754716981132,5.020061057807182,0.8181818181818182,0.0,0.0,3
100000000000.0,2.5,5.0,51,7.0754716981132,10.290801452369182,0.803921568627451,0.19607843137254902,0.0392156862745098,3
30000000000.0,0.0,0.0,13,7.0754716981132,3.9664671129822633,0.7692307692307693,0.0,0.0,3
